split,contrast,scene,group,compositions,patch_mean_delta,pixel_mean_delta
test,B-C,Place865,multi,1,-0.24859893321990967,-0.23091005488173222
test,B-C,Place873,all,2,0.2501956820487976,0.2916505029426041
test,B-C,Place873,single,1,0.17336881160736084,0.17336966504070372
test,B-C,Place873,multi,1,0.3270225524902344,0.40993134084450444
test,B-C,Place874,all,2,-0.18104708194732666,-0.19293848399728186
test,B-C,Place874,single,1,-0.7691633701324463,-0.7692031020644459
test,B-C,Place874,multi,1,0.40706920623779297,0.38332613406988214
test,B-C,Place884,all,2,-0.3342617154121399,-0.3531976514906008
test,B-C,Place884,single,1,-0.5864208936691284,-0.5863770522060952
test,B-C,Place884,multi,1,-0.08210253715515137,-0.12001825077510642
test,B-C,Place90,all,2,-0.08940481767058372,-0.05322504404271777
test,B-C,Place90,single,1,0.24496222287416458,0.24457432522453804
test,B-C,Place90,multi,1,-0.42377185821533203,-0.3510244133099736
test,B-C,Place901,all,2,0.05841779708862305,0.06678027075532633
test,B-C,Place901,single,1,0.1900954246520996,0.19009117860466618
test,B-C,Place901,multi,1,-0.07325983047485352,-0.056530637094013514
test,B-C,Place902,all,2,1.3281514644622803,1.328273340624569
test,B-C,Place902,single,1,2.251389980316162,2.2513781139184705
test,B-C,Place902,multi,1,0.40491294860839844,0.40516856733066753
test,B-C,Place910,all,2,-0.363305926322937,-0.36316818894937275
test,B-C,Place910,single,1,-0.9280660152435303,-0.9280657060015858
test,B-C,Place910,multi,1,0.20145416259765625,0.20172932810284028
test,B-C,Place918,all,4,0.0646752268075943,0.06177070240130103
test,B-C,Place918,single,1,0.04368710517883301,0.04319616378837815
test,B-C,Place918,multi,3,0.07167126735051473,0.06796221527227532
test,B-C,Place921,all,4,0.14732626080513,0.13581103906460712
test,B-C,Place921,single,1,-0.2272881269454956,-0.22728108398572355
test,B-C,Place921,multi,3,0.2721977233886719,0.25684174674805066
test,B-C,Place934,all,4,-0.1164974570274353,-0.13371282334827161
test,B-C,Place934,single,1,-0.94167160987854,-0.9416472082234391
test,B-C,Place934,multi,3,0.15856059392293295,0.1355986382767842
test,B-C,Place937,all,4,-0.06282925605773926,-0.1087486906202419
test,B-C,Place937,single,1,0.1923840045928955,0.19236081179660736
test,B-C,Place937,multi,3,-0.14790034294128418,-0.20911852475919165
test,B-C,Place945,all,4,0.6390820741653442,0.5758917527266005
test,B-C,Place945,single,1,-0.5022623538970947,-0.5022819611430442
test,B-C,Place945,multi,3,1.019530216852824,0.9352829906831488
test,B-C,Place95,all,2,-0.07792198657989502,-0.07722907231745046
test,B-C,Place95,single,1,-0.21108484268188477,-0.2110890778465584
test,B-C,Place95,multi,1,0.05524086952209473,0.056630933211657464
test,B-C,Place99,all,2,0.15522712469100952,0.15531170596431687
test,B-C,Place99,single,1,0.022475242614746094,0.022478198609147793
test,B-C,Place99,multi,1,0.28797900676727295,0.28814521331948595
